Time,U,Y,X1,X2
0.0,4.47,4.77,-1667.71,0.0
0.001,0.0,0.0,0.0,0.0
0.002,76.36,0.0,0.04,-141.13
0.003,150.69,0.0,0.1,-282.75
0.004,224.66,0.05,0.18,-424.89
0.005,297.18,0.18,0.29,-565.89
0.006,366.58,0.43,0.43,-702.87
0.007,430.94,0.65,0.6,-831.59
0.008,490.99,0.9,0.78,-953.08
0.009,546.38,1.17,0.97,-1066.59
0.01,597.04,1.44,1.17,-1171.79
0.011,642.83,1.76,1.38,-1268.44
0.012,683.01,1.98,1.6,-1354.68
0.013,719.49,2.27,1.81,-1434.12
0.014,750.92,2.48,2.03,-1504.04
0.015,778.92,2.76,2.24,-1567.51
0.016,802.23,2.93,2.45,-1621.89
0.017,822.87,3.14,2.65,-1670.94
0.018,840.21,3.37,2.85,-1713.62
0.019,853.82,3.5,3.03,-1748.85
0.02,865.46,3.65,3.21,-1779.85
0.021,874.79,3.81,3.38,-1806.15
0.022,881.76,3.98,3.54,-1827.69
0.023,885.98,4.06,3.69,-1843.46
0.024,889.27,4.17,3.83,-1856.95
0.025,890.99,4.29,3.96,-1867.09
0.026,890.93,4.35,4.08,-1873.36
0.027,890.08,4.41,4.19,-1877.54
0.028,888.63,4.5,4.3,-1880.22
0.029,885.77,4.56,4.39,-1879.85
0.03,882.23,4.65,4.48,-1877.82
0.031,877.39,4.66,4.55,-1872.86
0.032,872.55,4.71,4.62,-1867.48
0.033,867.06,4.76,4.69,-1860.56
0.034,861.0,4.74,4.74,-1852.05
0.035,855.52,4.77,4.79,-1844.28
0.036,849.65,4.81,4.83,-1835.56
0.037,843.25,4.83,4.87,-1825.57
0.038,836.72,4.79,4.9,-1814.91
0.039,831.02,4.77,4.92,-1805.43
0.04,825.9,4.8,4.94,-1796.91
0.041,820.29,4.79,4.95,-1787.29
0.042,814.93,4.81,4.97,-1777.98
0.043,809.33,4.76,4.98,-1767.95
0.044,804.74,4.48,4.96,-1758.86
0.045,805.52,4.79,4.97,-1760.48
0.046,800.22,4.72,4.98,-1750.97
0.047,796.44,4.74,4.98,-1743.94
0.048,792.42,4.7,4.97,-1736.33
0.049,789.15,4.74,4.97,-1730.17
0.05,785.11,4.71,4.97,-1722.49
0.051,781.64,4.7,4.97,-1715.75
0.052,778.38,4.7,4.96,-1709.37
0.053,775.19,4.7,4.96,-1703.13
0.054,771.94,4.67,4.95,-1696.69
0.055,769.24,4.67,4.94,-1691.2
0.056,766.65,4.65,4.93,-1685.9
0.057,764.46,4.64,4.92,-1681.31
0.058,762.37,4.62,4.91,-1676.91
0.059,760.67,4.61,4.9,-1673.22
0.06,759.01,4.58,4.89,-1669.56
0.061,758.0,4.56,4.88,-1667.05
0.062,757.33,4.53,4.87,-1665.17
0.063,757.22,4.54,4.86,-1664.42
0.064,756.87,4.51,4.85,-1663.22
0.065,757.02,4.52,4.84,-1663.02
0.066,756.86,4.53,4.83,-1662.34
0.067,756.61,4.53,4.82,-1661.54
0.068,756.35,4.51,4.82,-1660.69
0.069,756.4,4.52,4.81,-1660.46
0.07,756.23,4.53,4.81,-1659.89
0.071,755.91,4.47,4.8,-1658.92
0.072,756.63,4.48,4.79,-1659.91
0.073,757.17,4.49,4.79,-1660.68
0.074,757.49,4.5,4.78,-1661.12
0.075,757.54,4.47,4.78,-1660.99
0.076,758.17,4.49,4.78,-1662.0
0.077,758.45,4.49,4.77,-1662.39
0.078,758.72,4.48,4.77,-1662.76
0.079,759.18,4.51,4.77,-1663.58
0.08,758.96,4.5,4.77,-1663.16
0.081,758.96,4.45,4.77,-1662.96
0.082,759.94,4.47,4.76,-1664.62
0.083,760.54,4.47,4.76,-1665.69
0.084,761.08,4.48,4.76,-1666.65
0.085,761.47,4.46,4.76,-1667.33
0.086,762.13,4.52,4.76,-1668.65
0.087,761.72,4.47,4.76,-1667.89
0.088,762.27,4.46,4.76,-1668.81
0.089,762.91,4.49,4.76,-1670.06
0.09,762.96,4.48,4.76,-1670.16
0.091,763.35,4.49,4.76,-1670.91
0.092,763.53,4.49,4.76,-1671.29
0.093,763.71,4.48,4.76,-1671.64
0.094,764.1,4.49,4.76,-1672.38
0.095,764.27,4.51,4.77,-1672.82
0.096,764.06,4.48,4.77,-1672.44
