Time,U,Y,X1,X2
0.0,4.48,5.15,-1696.57,0.0
0.001,0.0,0.0,0.0,0.0
0.002,76.36,0.0,0.06,-142.1
0.003,150.17,0.0,0.15,-284.15
0.004,223.39,0.06,0.25,-426.16
0.005,295.1,0.2,0.37,-566.35
0.006,363.82,0.43,0.51,-701.84
0.007,428.26,0.51,0.66,-830.09
0.008,491.01,0.92,0.83,-955.71
0.009,546.62,1.18,1.0,-1068.65
0.01,597.54,1.46,1.18,-1173.07
0.011,643.72,1.72,1.36,-1268.86
0.012,685.38,2.0,1.54,-1356.36
0.013,722.18,2.26,1.73,-1434.86
0.014,754.65,2.52,1.91,-1505.25
0.015,782.81,2.71,2.1,-1567.48
0.016,807.75,2.94,2.28,-1623.53
0.017,829.0,3.13,2.45,-1672.53
0.018,847.11,3.31,2.63,-1715.41
0.019,862.38,3.52,2.79,-1752.74
0.02,874.19,3.65,2.96,-1783.32
0.021,883.95,3.83,3.11,-1809.71
0.022,890.93,3.97,3.26,-1830.58
0.023,895.69,4.08,3.4,-1846.93
0.024,898.83,4.19,3.54,-1859.87
0.025,900.39,4.31,3.67,-1869.51
0.026,900.03,4.37,3.79,-1875.17
0.027,899.01,4.46,3.9,-1879.19
0.028,896.51,4.53,4.01,-1880.12
0.029,893.1,4.62,4.11,-1878.96
0.03,888.4,4.66,4.2,-1875.04
0.031,883.14,4.69,4.28,-1869.68
0.032,877.59,4.74,4.36,-1863.45
0.033,871.39,4.77,4.44,-1855.68
0.034,864.89,4.79,4.5,-1847.02
0.035,858.14,4.81,4.56,-1837.6
0.036,851.25,4.82,4.62,-1827.63
0.037,844.4,4.84,4.67,-1817.46
0.038,837.39,4.83,4.72,-1806.73
0.039,830.63,4.81,4.76,-1796.24
0.04,824.3,4.79,4.79,-1786.31
0.041,818.37,4.79,4.83,-1776.95
0.042,812.54,4.81,4.86,-1767.6
0.043,806.51,4.81,4.88,-1757.69
0.044,800.64,4.79,4.9,-1747.91
0.045,795.15,4.76,4.92,-1738.69
0.046,790.28,4.72,4.94,-1730.47
0.047,786.06,4.72,4.96,-1723.38
0.048,781.89,4.68,4.97,-1716.28
0.049,778.5,4.7,4.98,-1710.53
0.05,774.78,4.7,4.99,-1704.12
0.051,771.12,4.67,5.0,-1697.7
0.052,767.98,4.64,5.01,-1692.18
0.053,765.53,4.66,5.01,-1687.89
0.054,762.73,4.62,5.02,-1682.93
0.055,760.64,4.58,5.02,-1679.19
0.056,759.27,4.57,5.02,-1676.79
0.057,758.02,4.57,5.03,-1674.62
0.058,756.78,4.56,5.03,-1672.44
0.059,755.68,4.57,5.03,-1670.49
0.06,754.47,4.52,5.03,-1668.31
0.061,754.11,4.51,5.04,-1667.69
0.062,753.91,4.53,5.04,-1667.4
0.063,753.36,4.51,5.04,-1666.45
0.064,753.12,4.51,5.04,-1666.06
0.065,752.93,4.48,5.04,-1665.77
0.066,753.29,4.46,5.04,-1666.48
0.067,753.87,4.48,5.04,-1667.64
0.068,754.2,4.49,5.05,-1668.35
0.069,754.35,4.49,5.05,-1668.73
0.07,754.52,4.48,5.05,-1669.11
0.071,754.86,4.45,5.05,-1669.82
0.072,755.61,4.47,5.05,-1671.3
0.073,756.11,4.48,5.05,-1672.35
0.074,756.43,4.47,5.06,-1673.06
0.075,756.94,4.46,5.06,-1674.1
0.076,757.5,4.47,5.06,-1675.26
0.077,758.0,4.45,5.06,-1676.3
0.078,758.74,4.45,5.06,-1677.79
0.079,759.46,4.49,5.07,-1679.27
0.08,759.59,4.45,5.07,-1679.65
0.081,760.39,4.48,5.07,-1681.25
0.082,760.69,4.48,5.07,-1681.96
0.083,761.0,4.47,5.08,-1682.67
0.084,761.5,4.46,5.08,-1683.71
0.085,762.1,4.49,5.08,-1684.97
0.086,762.11,4.49,5.08,-1685.13
0.087,762.25,4.48,5.09,-1685.51
0.088,762.52,4.48,5.09,-1686.1
0.089,762.84,4.48,5.09,-1686.81
0.09,763.15,4.5,5.09,-1687.52
0.091,763.05,4.48,5.1,-1687.46
0.092,763.39,4.48,5.1,-1688.17
0.093,763.65,4.49,5.1,-1688.77
0.094,763.79,4.48,5.1,-1689.15
0.095,764.12,4.49,5.1,-1689.86
0.096,764.26,4.48,5.11,-1690.24
0.097,764.59,4.49,5.11,-1690.95
0.098,764.74,4.48,5.11,-1691.32
0.099,765.07,4.5,5.11,-1692.04
0.1,764.98,4.47,5.11,-1691.97
0.101,765.49,4.49,5.12,-1693.01
0.102,765.52,4.48,5.12,-1693.17
0.103,765.85,4.5,5.12,-1693.88
0.104,765.77,4.51,5.12,-1693.82
0.105,765.51,4.48,5.12,-1693.42
0.106,765.8,4.49,5.12,-1694.02
0.107,765.96,4.51,5.12,-1694.4
0.108,765.7,4.49,5.13,-1694.0
0.109,765.88,4.53,5.13,-1694.38
0.11,765.33,4.48,5.13,-1693.43
0.111,765.7,4.48,5.13,-1694.14
0.112,766.04,4.49,5.13,-1694.85
0.113,766.21,4.49,5.13,-1695.23
0.114,766.26,4.51,5.13,-1695.39
0.115,766.08,4.5,5.13,-1695.11
0.116,766.02,4.5,5.13,-1695.04
0.117,765.96,4.51,5.14,-1694.98
0.118,765.79,4.48,5.14,-1694.69
0.119,766.1,4.51,5.14,-1695.3
0.12,765.85,4.51,5.14,-1694.9
0.121,765.63,4.49,5.14,-1694.5
0.122,765.82,4.49,5.14,-1694.89
0.123,765.89,4.52,5.14,-1695.04
0.124,765.54,4.51,5.14,-1694.43
0.125,765.32,4.51,5.14,-1694.03
0.126,765.16,4.51,5.14,-1693.75
0.127,765.01,4.52,5.14,-1693.46
0.128,764.61,4.49,5.14,-1692.74
0.129,764.71,4.5,5.14,-1692.9
0.13,764.67,4.51,5.14,-1692.83
0.131,764.45,4.5,5.14,-1692.44
0.132,764.42,4.52,5.14,-1692.38
0.133,764.09,4.49,5.14,-1691.76
0.134,764.31,4.48,5.14,-1692.14
0.135,764.69,4.49,5.14,-1692.86
0.136,764.88,4.49,5.14,-1693.24
0.137,765.08,4.51,5.14,-1693.62
0.138,764.85,4.52,5.14,-1693.23
0.139,764.46,4.48,5.14,-1692.5
0.14,764.86,4.49,5.14,-1693.21
0.141,765.05,4.5,5.14,-1693.6
0.142,765.01,4.5,5.14,-1693.53
0.143,764.97,4.51,5.14,-1693.47
0.144,764.81,4.52,5.14,-1693.19
0.145,764.48,4.49,5.14,-1692.57
0.146,764.58,4.51,5.14,-1692.73
0.147,764.36,4.5,5.14,-1692.34
0.148,764.34,4.48,5.14,-1692.28
0.149,764.72,4.52,5.14,-1692.99
0.15,764.32,4.51,5.14,-1692.26
0.151,764.18,4.52,5.14,-1691.98
0.152,763.86,4.49,5.14,-1691.37
0.153,763.96,4.48,5.14,-1691.53
0.154,764.34,4.48,5.14,-1692.24
0.155,764.72,4.51,5.14,-1692.95
0.156,764.49,4.48,5.14,-1692.56
0.157,764.88,4.48,5.14,-1693.27
0.158,765.25,4.51,5.14,-1693.99
0.159,765.09,4.49,5.14,-1693.71
0.16,765.29,4.51,5.14,-1694.09
0.161,765.13,4.49,5.14,-1693.8
