Time,U,Y,X1,X2
0.0,4.53,4.53,-1674.13,0.0
0.001,0.0,0.0,0.0,0.0
0.002,76.36,0.0,0.0,-142.09
0.003,151.86,0.0,0.0,-284.27
0.004,227.36,0.0,0.0,-426.45
0.005,302.67,0.13,0.13,-568.49
0.006,372.62,0.46,0.46,-706.37
0.007,431.51,0.7,0.7,-833.49
0.008,488.73,0.99,0.99,-953.18
0.009,539.69,1.23,1.23,-1063.58
0.01,587.95,1.47,1.47,-1166.43
0.011,632.28,1.77,1.77,-1261.75
0.012,669.8,1.97,1.97,-1347.38
0.013,706.73,2.24,2.24,-1426.88
0.014,737.49,2.5,2.5,-1497.9
0.015,763.93,2.71,2.71,-1560.66
0.016,788.25,2.88,2.88,-1616.88
0.017,810.66,3.18,3.18,-1667.69
0.018,824.42,3.28,3.28,-1708.64
0.019,842.46,3.48,3.48,-1747.13
0.02,853.85,3.62,3.62,-1778.85
0.021,864.73,3.76,3.76,-1806.28
0.022,873.41,3.92,3.92,-1829.4
0.023,878.57,4.03,4.03,-1847.27
0.024,883.76,4.17,4.17,-1862.06
0.025,885.38,4.26,4.26,-1872.23
0.026,887.07,4.28,4.28,-1879.74
0.027,890.23,4.45,4.45,-1886.74
0.028,886.38,4.43,4.43,-1887.99
0.029,888.15,4.49,4.49,-1890.3
0.03,886.72,4.58,4.58,-1890.57
0.031,882.74,4.62,4.62,-1887.76
0.032,879.49,4.64,4.64,-1883.73
0.033,876.93,4.68,4.68,-1879.43
0.034,872.64,4.74,4.74,-1873.61
0.035,866.95,4.76,4.76,-1865.87
0.036,862.28,4.81,4.81,-1857.78
0.037,855.67,4.79,4.79,-1847.94
0.038,851.12,4.83,4.83,-1838.69
0.039,844.63,4.83,4.83,-1828.21
0.04,839.27,4.79,4.79,-1817.93
0.041,835.2,4.83,4.83,-1808.71
0.042,828.71,4.85,4.85,-1798.24
0.043,822.41,4.79,4.79,-1787.24
0.044,818.93,4.84,4.84,-1778.06
0.045,812.13,4.76,4.76,-1767.35
0.046,809.91,4.78,4.78,-1759.33
0.047,804.48,4.77,4.77,-1750.33
0.048,800.51,4.71,4.71,-1741.97
0.049,798.53,4.72,4.72,-1735.47
0.05,794.4,4.71,4.71,-1728.38
0.051,791.12,4.67,4.67,-1721.67
0.052,789.26,4.66,4.66,-1716.25
0.053,786.8,4.67,4.67,-1711.1
0.054,783.59,4.71,4.71,-1705.58
0.055,779.11,4.7,4.7,-1698.89
0.056,776.07,4.58,4.58,-1692.62
0.057,778.01,4.61,4.61,-1690.37
0.058,775.13,4.6,4.6,-1686.68
0.059,773.68,4.58,4.58,-1683.42
0.06,772.87,4.56,4.56,-1680.85
0.061,772.41,4.56,4.56,-1678.94
0.062,771.37,4.54,4.54,-1677.0
0.063,771.11,4.54,4.54,-1675.64
0.064,770.38,4.57,4.57,-1674.25
0.065,768.55,4.54,4.54,-1672.03
0.066,768.48,4.51,4.51,-1670.68
0.067,769.29,4.5,4.5,-1670.47
0.068,769.45,4.56,4.56,-1670.42
0.069,766.94,4.47,4.47,-1668.47
0.07,769.84,4.47,4.47,-1669.58
0.071,770.34,4.51,4.51,-1670.52
0.072,768.98,4.52,4.52,-1670.04
0.073,768.46,4.52,4.52,-1669.41
0.074,767.97,4.48,4.48,-1668.68
0.075,769.45,4.53,4.53,-1669.37
0.076,767.75,4.48,4.48,-1668.43
0.077,769.48,4.48,4.48,-1669.25
0.078,769.86,4.45,4.45,-1669.96
0.079,771.32,4.46,4.46,-1671.5
0.08,771.65,4.49,4.49,-1672.64
0.081,770.87,4.51,4.51,-1672.74
0.082,770.33,4.48,4.48,-1672.42
0.083,771.58,4.45,4.45,-1673.2
0.084,773.04,4.52,4.52,-1674.75
0.085,770.89,4.52,4.52,-1673.99
0.086,770.56,4.5,4.5,-1673.38
0.087,771.01,4.52,4.52,-1673.35
0.088,770.05,4.5,4.5,-1672.58
0.089,770.59,4.48,4.48,-1672.56
0.09,771.64,4.48,4.48,-1673.33
0.091,772.02,4.55,4.55,-1674.04
0.092,768.99,4.49,4.49,-1672.16
0.093,771.02,4.52,4.52,-1672.68
0.094,769.83,4.49,4.49,-1672.0
0.095,770.59,4.49,4.49,-1672.21
0.096,770.67,4.51,4.51,-1672.37
0.097,769.98,4.5,4.5,-1671.94
0.098,770.24,4.5,4.5,-1671.9
0.099,770.2,4.45,4.45,-1671.83
0.1,772.34,4.49,4.49,-1673.43
0.101,771.58,4.51,4.51,-1673.74
0.102,770.7,4.5,4.5,-1673.29
0.103,770.96,4.5,4.5,-1673.25
0.104,770.92,4.56,4.56,-1673.19
