Time,U,Y,X1,X2
0.0,4.51,4.51,-1644.61,0.0
0.001,0.0,0.0,0.0,0.0
0.002,76.36,0.0,0.0,-142.1
0.003,151.86,0.0,0.0,-284.28
0.004,227.36,0.06,0.06,-426.46
0.005,300.01,0.22,0.22,-566.47
0.006,367.4,0.44,0.44,-701.26
0.007,429.41,0.67,0.67,-828.97
0.008,487.51,0.96,0.96,-949.54
0.009,538.74,1.23,1.23,-1060.65
0.01,586.38,1.49,1.49,-1163.46
0.011,629.89,1.77,1.77,-1258.16
0.012,667.91,2.01,2.01,-1343.83
0.013,702.92,2.28,2.28,-1421.86
0.014,732.81,2.52,2.52,-1491.4
0.015,759.73,2.73,2.73,-1553.65
0.016,783.76,2.94,2.94,-1609.31
0.017,804.16,3.14,3.14,-1658.24
0.018,821.65,3.33,3.33,-1700.97
0.019,836.16,3.52,3.52,-1737.71
0.02,847.2,3.65,3.65,-1768.24
0.021,857.74,3.8,3.8,-1794.68
0.022,865.59,3.83,3.83,-1816.57
0.023,875.98,4.04,4.04,-1837.69
0.024,877.8,4.16,4.16,-1851.71
0.025,880.21,4.26,4.26,-1862.15
0.026,881.4,4.54,4.54,-1869.42
0.027,873.29,4.44,4.44,-1867.7
0.028,876.85,4.5,4.5,-1869.71
0.029,875.19,4.54,4.54,-1869.53
0.03,873.45,4.62,4.62,-1868.17
0.031,869.04,4.66,4.66,-1864.06
0.032,865.24,4.7,4.7,-1858.81
0.033,860.78,4.72,4.72,-1852.34
0.034,856.46,4.76,4.76,-1845.24
0.035,851.15,4.77,4.77,-1836.99
0.036,846.19,4.77,4.77,-1828.35
0.037,841.61,4.79,4.79,-1819.73
0.038,836.1,4.8,4.8,-1810.4
0.039,830.86,4.81,4.81,-1800.88
0.04,825.5,4.81,4.81,-1791.13
0.041,820.33,4.81,4.81,-1781.4
0.042,815.0,4.81,4.81,-1771.54
0.043,809.78,4.81,4.81,-1761.7
0.044,804.7,4.76,4.76,-1751.97
0.045,801.72,4.77,4.77,-1743.9
0.046,796.91,4.76,4.76,-1735.37
0.047,792.7,4.76,4.76,-1727.1
0.048,788.46,4.74,4.74,-1718.93
0.049,784.9,4.73,4.73,-1711.35
0.05,781.16,4.71,4.71,-1703.97
0.051,778.17,4.7,4.7,-1697.29
0.052,775.06,4.7,4.7,-1690.92
0.053,771.82,4.68,4.68,-1684.64
0.054,769.27,4.67,4.67,-1678.95
0.055,766.85,4.64,4.64,-1673.7
0.056,765.13,4.64,4.64,-1669.25
0.057,762.89,4.64,4.64,-1664.86
0.058,760.56,4.62,4.62,-1660.47
