Time,U,Y,X1,X2
0.0,4.53,4.53,-1659.15,0.0
0.001,0.0,0.0,0.0,0.0
0.002,76.36,0.0,0.0,-142.1
0.003,151.86,0.0,0.0,-284.28
0.004,227.36,0.07,0.07,-426.46
0.005,299.84,0.22,0.22,-566.34
0.006,367.68,0.4,0.4,-701.4
0.007,431.21,0.67,0.67,-830.41
0.008,488.23,0.96,0.96,-950.9
0.009,539.63,1.22,1.22,-1062.14
0.01,587.49,1.5,1.5,-1165.2
0.011,630.31,1.73,1.73,-1259.5
0.012,670.58,2.01,2.01,-1346.67
0.013,704.38,2.28,2.28,-1424.62
0.014,734.27,2.47,2.47,-1494.16
0.015,763.09,2.7,2.7,-1557.85
0.016,787.04,2.92,2.92,-1614.25
0.017,807.38,3.1,3.1,-1663.62
0.018,826.2,3.29,3.29,-1707.62
0.019,841.05,3.45,3.45,-1745.35
0.02,854.16,3.62,3.62,-1778.04
0.021,864.27,3.77,3.77,-1805.41
0.022,872.34,3.91,3.91,-1828.06
0.023,878.65,4.03,4.03,-1846.55
0.024,883.36,4.14,4.14,-1861.3
0.025,886.06,4.26,4.26,-1872.3
0.026,887.08,4.34,4.34,-1879.77
0.027,887.3,4.4,4.4,-1884.52
0.028,887.44,4.48,4.48,-1887.56
0.029,885.7,4.54,4.54,-1888.12
0.03,883.14,4.59,4.59,-1886.59
0.031,880.54,4.66,4.66,-1883.78
0.032,875.67,4.69,4.69,-1878.46
0.033,871.69,4.71,4.71,-1872.35
0.034,867.69,4.74,4.74,-1865.7
0.035,862.78,4.76,4.76,-1858.02
0.036,857.8,4.76,4.76,-1849.69
0.037,853.56,4.76,4.76,-1841.52
0.038,849.06,4.79,4.79,-1833.23
0.039,843.26,4.79,4.79,-1823.88
0.04,838.48,4.81,4.81,-1814.71
0.041,832.68,4.79,4.79,-1804.82
0.042,828.23,4.83,4.83,-1795.57
0.043,821.74,4.81,4.81,-1785.1
0.044,817.15,4.79,4.79,-1775.41
0.045,812.6,4.79,4.79,-1766.15
0.046,807.67,4.76,4.76,-1756.86
0.047,804.45,4.76,4.76,-1748.88
0.048,800.02,4.49,4.49,-1740.7
0.049,807.64,4.72,4.72,-1741.62
0.05,797.43,4.72,4.72,-1734.09
0.051,793.69,4.71,4.71,-1727.03
0.052,790.4,4.74,4.74,-1720.33
0.053,785.74,4.7,4.7,-1712.77
0.054,783.47,4.7,4.7,-1706.57
0.055,780.13,4.68,4.68,-1700.29
0.056,777.57,4.66,4.66,-1694.6
0.057,775.31,4.64,4.64,-1689.46
0.058,773.65,4.64,4.64,-1685.12
0.059,771.32,4.65,4.65,-1680.73
0.06,768.37,4.65,4.65,-1675.86
0.061,766.11,4.61,4.61,-1671.26
0.062,765.37,4.64,4.64,-1667.95
0.063,762.01,4.58,4.58,-1663.38
0.064,762.42,4.56,4.56,-1661.0
0.065,762.02,4.59,4.59,-1659.21
0.066,759.8,4.53,4.53,-1656.42
0.067,760.99,4.54,4.54,-1655.71
0.068,759.93,4.53,4.53,-1654.4
0.069,759.87,4.56,4.56,-1653.59
0.07,758.03,4.53,4.53,-1651.69
0.071,758.29,4.52,4.52,-1650.79
0.072,758.1,4.51,4.51,-1650.08
0.073,758.33,4.49,4.49,-1649.82
0.074,759.11,4.52,4.52,-1650.25
0.075,757.76,4.49,4.49,-1649.45
0.076,758.62,4.49,4.49,-1649.67
0.077,758.7,4.49,4.49,-1649.83
0.078,759.1,4.51,4.51,-1650.22
0.079,758.21,4.48,4.48,-1649.78
0.08,759.56,4.49,4.49,-1650.56
0.081,759.16,4.5,4.5,-1650.69
0.082,758.94,4.48,4.48,-1650.61
0.083,759.83,4.46,4.46,-1651.26
0.084,760.93,4.5,4.5,-1652.45
0.085,759.84,4.51,4.51,-1652.31
0.086,759.5,4.48,4.48,-1652.02
0.087,760.74,4.51,4.51,-1652.8
0.088,759.72,4.5,4.5,-1652.45
0.089,759.88,4.51,4.51,-1652.4
0.09,759.39,4.49,4.49,-1651.99
0.091,760.26,4.48,4.48,-1652.42
0.092,760.93,4.48,4.48,-1653.15
0.093,761.31,4.51,4.51,-1653.87
0.094,760.29,4.49,4.49,-1653.52
0.095,761.07,4.49,4.49,-1653.94
0.096,761.28,4.51,4.51,-1654.33
0.097,760.55,4.49,4.49,-1654.0
0.098,761.02,4.49,4.49,-1654.19
0.099,761.41,4.48,4.48,-1654.59
0.1,762.08,4.47,4.47,-1655.32
0.101,762.77,4.49,4.49,-1656.27
0.102,762.18,4.52,4.52,-1656.38
0.103,761.18,4.5,4.5,-1655.72
0.104,761.63,4.48,4.48,-1655.69
0.105,762.68,4.48,4.48,-1656.45
0.106,763.06,4.48,4.48,-1657.17
0.107,763.29,4.48,4.48,-1657.77
0.108,763.76,4.51,4.51,-1658.49
0.109,762.75,4.51,4.51,-1658.14
0.11,762.44,4.49,4.49,-1657.74
0.111,763.32,4.48,4.48,-1658.17
0.112,763.99,4.48,4.48,-1658.91
0.113,764.37,4.51,4.51,-1659.62
0.114,763.19,4.49,4.49,-1659.16
0.115,763.76,4.51,4.51,-1659.35
0.116,763.07,4.47,4.47,-1658.92
0.117,764.72,4.52,4.52,-1659.94
0.118,763.05,4.49,4.49,-1659.23
0.119,764.12,4.51,4.51,-1659.67
0.12,763.39,4.52,4.52,-1659.35
0.121,762.77,4.52,4.52,-1658.71
0.122,762.45,4.51,4.51,-1658.1
0.123,762.58,4.51,4.51,-1657.83
0.124,762.43,4.47,4.47,-1657.55
0.125,763.99,4.51,4.51,-1658.56
0.126,762.78,4.48,4.48,-1658.2
0.127,764.03,4.51,4.51,-1658.98
0.128,763.01,4.49,4.49,-1658.63
0.129,763.79,4.47,4.47,-1659.06
0.13,764.92,4.49,4.49,-1660.15
0.131,764.55,4.49,4.49,-1660.49
0.132,764.75,4.52,4.52,-1660.87
0.133,763.56,4.51,4.51,-1660.19
0.134,763.7,4.51,4.51,-1659.93
0.135,763.39,4.49,4.49,-1659.53
0.136,764.27,4.47,4.47,-1659.96
0.137,765.24,4.34,4.34,-1660.93
0.138,771.63,4.49,4.49,-1666.34
0.139,767.7,4.49,4.49,-1666.42
0.14,767.9,4.53,4.53,-1666.81
0.141,766.24,4.51,4.51,-1665.77
0.142,766.52,4.51,4.51,-1665.41
0.143,766.31,4.51,4.51,-1665.02
0.144,766.25,4.52,4.52,-1664.74
0.145,765.64,4.53,4.53,-1664.1
0.146,765.0,4.51,4.51,-1663.25
0.147,765.18,4.49,4.49,-1662.89
0.148,765.74,4.51,4.51,-1663.08
0.149,765.21,4.49,4.49,-1662.77
0.15,765.68,4.51,4.51,-1662.96
0.151,764.98,4.51,4.51,-1662.53
0.152,764.78,4.52,4.52,-1662.13
0.153,764.1,4.51,4.51,-1661.39
0.154,764.18,4.52,4.52,-1661.01
0.155,763.66,4.51,4.51,-1660.38
0.156,763.8,4.48,4.48,-1660.12
0.157,765.04,4.48,4.48,-1660.9
0.158,765.42,4.53,4.53,-1661.61
0.159,763.63,4.52,4.52,-1660.68
0.16,763.5,4.5,4.5,-1660.07
0.161,763.94,4.51,4.51,-1660.05
0.162,763.6,4.5,4.5,-1659.75
0.163,763.76,4.52,4.52,-1659.7
0.164,762.95,4.48,4.48,-1659.05
0.165,764.33,4.5,4.5,-1659.73
0.166,763.72,4.43,4.43,-1659.63
0.167,766.94,4.51,4.51,-1662.04
0.168,764.58,4.5,4.5,-1661.6
0.169,764.74,4.5,4.5,-1661.55
0.17,764.71,4.45,4.45,-1661.49
0.171,767.0,4.53,4.53,-1663.19
0.172,764.44,4.52,4.52,-1662.2
0.173,764.31,4.52,4.52,-1661.6
0.174,763.98,4.5,4.5,-1660.98
0.175,764.43,4.51,4.51,-1660.96
0.176,764.09,4.49,4.49,-1660.66
0.177,764.87,4.5,4.5,-1661.08
0.178,764.45,4.53,4.53,-1660.99
0.179,763.17,4.53,4.53,-1659.99
0.18,762.83,4.51,4.51,-1659.16
0.181,763.16,4.52,4.52,-1658.91
0.182,762.54,4.53,4.53,-1658.27
0.183,761.75,4.48,4.48,-1657.3
0.184,763.57,4.5,4.5,-1658.12
0.185,762.86,4.51,4.51,-1658.01
0.186,762.52,4.58,4.58,-1657.71
0.187,759.11,4.49,4.49,-1654.95
0.188,761.6,4.48,4.48,-1655.29
0.189,762.46,4.52,4.52,-1656.04
0.19,760.98,4.48,4.48,-1655.34
0.191,762.52,4.49,4.49,-1656.14
0.192,762.43,4.52,4.52,-1656.5
0.193,761.24,4.52,4.52,-1655.82
0.194,760.91,4.51,4.51,-1655.2
0.195,761.05,4.49,4.49,-1654.94
0.196,761.83,4.5,4.5,-1655.36
0.197,761.41,4.52,4.52,-1655.27
0.198,760.6,4.51,4.51,-1654.62
0.199,760.74,4.49,4.49,-1654.36
0.2,761.21,4.48,4.48,-1654.55
0.201,762.07,4.49,4.49,-1655.3
0.202,761.98,4.51,4.51,-1655.66
0.203,761.1,4.5,4.5,-1655.22
0.204,761.36,4.51,4.51,-1655.18
0.205,760.86,4.48,4.48,-1654.76
0.206,762.05,4.51,4.51,-1655.43
0.207,760.97,4.49,4.49,-1654.97
0.208,761.85,4.51,4.51,-1655.4
0.209,761.12,4.48,4.48,-1655.07
0.21,762.36,4.48,4.48,-1655.85
0.211,762.74,4.51,4.51,-1656.57
0.212,761.73,4.52,4.52,-1656.22
0.213,761.11,4.49,4.49,-1655.58
0.214,761.87,4.51,4.51,-1655.79
0.215,761.34,4.48,4.48,-1655.48
0.216,762.58,4.5,4.5,-1656.26
0.217,761.87,4.49,4.49,-1656.15
0.218,762.46,4.48,4.48,-1656.56
0.219,763.13,4.49,4.49,-1657.29
0.22,763.04,4.5,4.5,-1657.66
0.221,762.63,4.49,4.49,-1657.57
0.222,763.21,4.5,4.5,-1657.98
0.223,762.8,4.5,4.5,-1657.89
0.224,762.76,4.46,4.46,-1657.82
0.225,764.44,4.48,4.48,-1659.06
0.226,764.28,4.5,4.5,-1659.63
0.227,763.67,4.51,4.51,-1659.53
0.228,763.32,4.51,4.51,-1659.23
0.229,763.02,4.51,4.51,-1658.83
0.23,762.81,4.5,4.5,-1658.43
0.231,763.07,4.49,4.49,-1658.39
0.232,763.65,4.52,4.52,-1658.8
0.233,762.46,4.5,4.5,-1658.12
0.234,762.91,4.49,4.49,-1658.1
0.235,763.19,4.5,4.5,-1658.27
0.236,762.96,4.52,4.52,-1658.19
0.237,762.15,4.51,4.51,-1657.54
0.238,762.29,4.49,4.49,-1657.28
0.239,763.07,4.52,4.52,-1657.7
0.24,761.88,4.48,4.48,-1657.03
0.241,763.41,4.51,4.51,-1657.82
0.242,762.39,4.51,4.51,-1657.48
0.243,762.09,4.5,4.5,-1657.08
0.244,762.35,4.49,4.49,-1657.04
0.245,762.93,4.49,4.49,-1657.45
0.246,762.83,4.37,4.37,-1657.59
0.247,768.64,4.48,4.48,-1662.11
0.248,765.95,4.49,4.49,-1662.6
0.249,765.86,4.48,4.48,-1662.96
0.25,766.53,4.5,4.5,-1663.7
0.251,765.83,4.51,4.51,-1663.59
0.252,765.33,4.51,4.51,-1663.17
0.253,765.12,4.51,4.51,-1662.78
0.254,765.06,4.49,4.49,-1662.5
