Time,U,Y,X1,X2
0.0,5.98,5.98,-2339.83,0.0
0.001,0.0,0.0,0.0,0.0
0.002,33.94,0.0,0.0,0.0
0.003,67.87,0.0,0.0,-63.14
0.004,101.42,0.0,0.0,-127.05
0.005,134.95,0.11,0.11,-190.3
0.006,163.76,0.24,0.24,-258.66
0.007,189.65,0.37,0.37,-319.43
0.008,213.24,0.53,0.53,-374.87
0.009,233.77,0.69,0.68,-426.82
0.01,251.45,0.83,0.83,-473.36
0.011,267.19,0.98,0.98,-513.73
0.012,279.94,1.13,1.13,-551.1
0.013,290.6,1.28,1.28,-582.27
0.014,298.58,1.4,1.4,-609.77
0.015,305.38,1.52,1.52,-630.76
0.016,309.9,1.63,1.63,-649.79
0.017,313.3,1.74,1.74,-663.47
0.018,314.35,1.83,1.83,-675.65
0.019,314.88,1.91,1.91,-681.85
0.02,314.19,1.99,1.99,-686.81
0.021,312.17,2.05,2.05,-689.48
0.022,309.6,2.1,2.1,-688.74
0.023,306.5,2.15,2.15,-686.43
0.024,302.71,2.18,2.18,-682.9
0.025,298.61,2.21,2.21,-677.57
0.026,294.38,2.25,2.25,-671.11
0.027,289.27,2.26,2.26,-664.91
0.028,284.49,2.28,2.28,-656.03
0.029,279.17,2.29,2.29,-648.07
0.03,274.26,2.28,2.28,-638.25
0.031,269.63,2.29,2.29,-628.85
0.032,264.74,2.28,2.28,-620.28
0.033,260.26,2.29,2.29,-610.75
0.034,255.28,2.26,2.26,-602.62
0.035,251.58,2.25,2.25,-592.05
0.036,247.86,2.24,2.24,-584.34
0.037,244.05,2.21,2.21,-576.97
0.038,241.31,2.18,2.18,-568.4
0.039,238.91,2.18,2.18,-561.97
0.04,236.13,2.16,2.16,-557.07
0.041,233.78,2.15,2.15,-551.15
0.042,231.69,2.14,2.14,-546.01
0.043,229.67,2.12,2.12,-541.51
0.044,228.0,2.1,2.1,-537.0
0.045,227.04,2.09,2.09,-532.61
0.046,225.89,2.07,2.07,-530.25
0.047,225.37,2.06,2.06,-527.02
0.048,224.6,2.05,2.05,-525.67
0.049,224.1,2.02,2.02,-523.69
0.05,224.58,2.01,2.01,-521.33
0.051,224.61,2.01,2.01,-521.84
0.052,224.58,2.0,2.0,-521.72
0.053,224.77,1.99,1.99,-521.3
0.054,225.41,1.99,1.99,-520.96
0.055,225.49,1.98,1.98,-522.3
0.056,226.14,1.97,1.97,-521.96
0.057,226.83,1.97,1.97,-522.81
0.058,227.31,1.97,1.97,-524.1
0.059,227.95,1.97,1.97,-524.84
0.06,228.5,1.97,1.97,-526.03
0.061,229.04,1.96,1.96,-527.06
0.062,230.06,1.96,1.96,-527.56
0.063,230.48,1.97,1.97,-529.81
0.064,230.91,1.97,1.97,-530.79
0.065,231.3,1.97,1.97,-531.79
0.066,231.94,1.97,1.97,-532.34
0.067,232.48,1.97,1.97,-533.54
0.068,233.03,1.98,1.98,-534.57
0.069,233.09,1.98,1.98,-536.11
0.07,233.44,1.98,1.98,-536.26
0.071,233.81,1.98,1.98,-536.91
0.072,234.17,1.98,1.98,-537.6
0.073,234.53,1.99,1.99,-538.28
0.074,234.41,1.97,1.97,-539.47
0.075,235.37,2.0,2.0,-538.41
0.076,234.6,1.99,1.99,-541.58
0.077,234.88,1.99,1.99,-539.83
0.078,235.01,1.99,1.99,-540.34
0.079,235.13,2.0,2.0,-540.59
0.08,234.92,2.0,2.0,-541.16
0.081,234.91,2.0,2.0,-540.79
0.082,234.91,2.0,2.0,-540.76
0.083,234.9,2.0,2.0,-540.76
0.084,234.9,2.0,2.0,-540.75
0.085,234.89,2.0,2.0,-540.74
0.086,234.89,2.0,2.0,-540.73
0.087,234.88,2.0,2.0,-540.72
0.088,234.88,2.0,2.0,-540.7
0.089,234.87,2.0,2.0,-540.69
0.09,234.87,2.0,2.0,-540.68
0.091,234.86,2.0,2.0,-540.67
0.092,234.69,2.0,2.0,-540.84
0.093,234.78,2.0,2.0,-540.36
0.094,234.62,2.0,2.0,-540.69
0.095,234.71,2.0,2.0,-540.23
0.096,234.55,2.01,2.01,-540.56
0.097,234.32,2.0,2.0,-540.44
0.098,234.35,2.01,2.01,-539.84
0.099,234.13,2.0,2.0,-540.06
0.1,234.16,2.0,2.0,-539.48
0.101,234.1,2.01,2.01,-539.52
0.102,233.55,2.0,2.0,-539.92
0.103,233.93,2.01,2.01,-538.23
0.104,233.46,2.0,2.0,-539.42
0.105,233.74,2.0,2.0,-538.05
0.106,233.58,2.0,2.0,-538.72
0.107,233.67,2.0,2.0,-538.27
0.108,233.51,2.0,2.0,-538.59
0.109,233.6,2.0,2.0,-538.13
0.11,233.6,2.0,2.0,-538.28
0.111,233.59,2.0,2.0,-538.28
