Time,U,Y,X1,X2
0.0,4.51,4.78,-1668.09,0.0
0.001,0.0,0.0,0.0,0.0
0.002,76.36,0.0,0.04,-141.13
0.003,150.69,0.0,0.1,-282.75
0.004,224.66,0.06,0.18,-424.96
0.005,297.0,0.2,0.29,-565.76
0.006,366.0,0.38,0.43,-701.68
0.007,431.35,0.65,0.59,-832.17
0.008,491.52,0.91,0.77,-953.98
0.009,546.74,1.19,0.97,-1067.32
0.01,596.88,1.47,1.17,-1171.69
0.011,642.05,1.77,1.39,-1267.2
0.012,681.98,2.0,1.6,-1352.99
0.013,718.07,2.29,1.82,-1431.72
0.014,749.26,2.5,2.03,-1501.18
0.015,777.03,2.75,2.24,-1564.12
0.016,800.58,2.93,2.45,-1618.87
0.017,821.3,3.11,2.65,-1667.96
0.018,839.19,3.36,2.84,-1711.6
0.019,852.99,3.53,3.03,-1747.25
0.02,864.23,3.68,3.21,-1777.59
0.021,873.19,3.84,3.38,-1803.24
0.022,879.66,3.95,3.54,-1823.71
0.023,884.56,4.06,3.69,-1840.7
0.024,887.85,4.18,3.83,-1854.22
0.025,889.38,4.26,3.96,-1863.91
0.026,889.92,4.37,4.08,-1871.32
0.027,888.72,4.44,4.19,-1874.99
0.028,886.63,4.51,4.3,-1876.49
0.029,883.61,4.56,4.39,-1875.75
0.03,880.09,4.63,4.47,-1873.68
0.031,875.59,4.69,4.55,-1869.4
0.032,870.22,4.72,4.62,-1863.07
0.033,864.64,4.71,4.68,-1855.77
0.034,859.51,4.76,4.74,-1849.02
0.035,853.68,4.78,4.78,-1840.67
0.036,847.62,4.79,4.83,-1831.54
0.037,841.56,4.77,4.86,-1822.01
0.038,836.08,4.77,4.89,-1813.23
0.039,830.8,4.79,4.91,-1804.65
0.04,825.25,4.81,4.93,-1795.42
0.041,819.5,4.83,4.95,-1785.65
0.042,813.47,4.78,4.96,-1775.05
0.043,808.42,4.77,4.97,-1766.02
0.044,803.62,4.79,4.98,-1757.41
0.045,798.55,4.74,4.98,-1748.06
0.046,794.54,4.76,4.98,-1740.62
0.047,790.09,4.74,4.98,-1732.27
0.048,786.15,4.74,4.98,-1724.77
0.049,782.22,4.71,4.97,-1717.2
0.05,778.86,4.7,4.97,-1710.59
0.051,775.62,4.68,4.96,-1704.17
0.052,772.79,4.65,4.95,-1698.39
0.053,770.6,4.66,4.94,-1693.85
0.054,768.2,4.66,4.93,-1688.94
0.055,765.79,4.58,4.92,-1683.82
0.056,764.83,4.62,4.91,-1681.5
0.057,762.95,4.56,4.9,-1677.42
0.058,762.26,4.57,4.89,-1675.54
0.059,761.45,4.56,4.88,-1673.51
0.06,760.75,4.57,4.87,-1671.75
0.061,759.83,4.57,4.86,-1669.62
0.062,758.89,4.57,4.86,-1667.49
0.063,757.94,4.57,4.85,-1665.35
0.064,756.97,4.51,4.84,-1663.06
0.065,757.04,4.51,4.83,-1662.71
0.066,757.06,4.5,4.82,-1662.32
0.067,757.25,4.51,4.82,-1662.32
0.068,757.28,4.52,4.81,-1662.09
0.069,757.09,4.51,4.81,-1661.48
0.07,757.03,4.52,4.8,-1661.13
0.071,756.82,4.51,4.8,-1660.52
0.072,756.73,4.5,4.79,-1660.11
0.073,756.82,4.49,4.79,-1660.03
0.074,757.15,4.49,4.78,-1660.46
0.075,757.34,4.48,4.78,-1660.59
0.076,757.84,4.49,4.78,-1661.35
0.077,758.12,4.49,4.77,-1661.76
0.078,758.26,4.46,4.77,-1661.84
0.079,759.05,4.49,4.77,-1663.2
0.08,759.28,4.49,4.77,-1663.59
0.081,759.53,4.5,4.77,-1664.02
0.082,759.5,4.86,4.79,-1664.94
0.083,752.7,4.51,4.78,-1652.39
0.084,752.77,4.48,4.78,-1651.92
0.085,753.31,4.48,4.77,-1652.66
0.086,753.75,4.45,4.77,-1653.21
0.087,754.7,4.45,4.76,-1654.73
0.088,755.61,4.45,4.76,-1656.24
0.089,756.5,4.44,4.75,-1657.72
0.09,757.57,4.47,4.75,-1659.62
0.091,758.16,4.48,4.75,-1660.7
0.092,758.55,4.48,4.75,-1661.42
0.093,758.94,4.5,4.75,-1662.2
0.094,758.87,4.48,4.75,-1662.07
0.095,759.27,4.48,4.75,-1662.79
0.096,759.66,4.48,4.75,-1663.5
0.097,760.04,4.49,4.75,-1664.25
0.098,760.22,4.46,4.75,-1664.56
0.099,760.87,4.49,4.75,-1665.79
0.1,761.03,4.51,4.76,-1666.22
0.101,760.82,4.51,4.76,-1665.94
0.102,760.56,4.48,4.76,-1665.44
0.103,760.96,4.48,4.76,-1666.16
0.104,761.35,4.51,4.76,-1666.96
0.105,761.13,4.49,4.76,-1666.63
0.106,761.21,4.49,4.76,-1666.77
0.107,761.41,4.48,4.76,-1667.12
0.108,761.8,4.51,4.76,-1667.92
0.109,761.59,4.48,4.76,-1667.54
0.11,761.99,4.51,4.76,-1668.35
0.111,761.79,4.48,4.76,-1667.97
0.112,762.19,4.47,4.76,-1668.66
0.113,762.78,4.49,4.76,-1669.76
0.114,762.95,4.51,4.76,-1670.2
0.115,762.75,4.49,4.76,-1669.87
0.116,762.82,4.51,4.77,-1670.08
0.117,762.56,4.47,4.76,-1669.56
0.118,763.1,4.48,4.76,-1670.52
0.119,763.48,4.5,4.77,-1671.3
0.12,763.41,4.45,4.76,-1671.09
0.121,764.33,4.52,4.77,-1672.89
0.122,763.9,4.51,4.77,-1672.25
0.123,763.65,4.51,4.77,-1671.83
0.124,763.47,4.51,4.77,-1671.55
0.125,763.22,4.49,4.77,-1671.09
0.126,763.45,4.5,4.77,-1671.51
0.127,763.39,4.48,4.77,-1671.38
0.128,763.81,4.51,4.77,-1672.19
0.129,763.55,4.5,4.77,-1671.76
0.13,763.51,4.51,4.77,-1671.73
0.131,763.26,4.49,4.77,-1671.28
0.132,763.36,4.51,4.77,-1671.49
0.133,763.12,4.52,4.77,-1671.11
0.134,762.76,4.48,4.77,-1670.38
0.135,763.2,4.51,4.77,-1671.18
0.136,763.02,4.47,4.77,-1670.78
0.137,763.64,4.51,4.77,-1671.95
0.138,763.45,4.5,4.77,-1671.65
0.139,763.41,4.49,4.77,-1671.56
0.14,763.51,4.49,4.77,-1671.71
0.141,763.72,4.52,4.77,-1672.18
0.142,763.34,4.51,4.77,-1671.53
0.143,763.12,4.49,4.77,-1671.07
0.144,763.35,4.5,4.77,-1671.49
0.145,763.31,4.52,4.78,-1671.49
0.146,762.88,4.51,4.78,-1670.72
0.147,762.73,4.5,4.78,-1670.41
0.148,762.71,4.51,4.78,-1670.37
0.149,762.55,4.5,4.78,-1670.07
0.15,762.53,4.5,4.77,-1670.01
0.151,762.5,4.52,4.78,-1670.0
0.152,762.15,4.51,4.78,-1669.35
0.153,762.0,4.5,4.78,-1669.05
0.154,761.98,4.48,4.77,-1668.92
0.155,762.42,4.51,4.77,-1669.73
0.156,762.25,4.5,4.77,-1669.42
0.157,762.22,4.51,4.77,-1669.39
0.158,762.0,4.53,4.78,-1669.04
0.159,761.45,4.49,4.77,-1667.97
0.16,761.71,4.51,4.77,-1668.42
0.161,761.55,4.48,4.77,-1668.06
0.162,761.93,4.49,4.77,-1668.69
0.163,762.15,4.5,4.77,-1669.11
0.164,762.11,4.49,4.77,-1669.03
0.165,762.21,4.51,4.77,-1669.23
0.166,762.04,4.48,4.77,-1668.86
0.167,762.47,4.48,4.77,-1669.58
0.168,762.87,4.51,4.77,-1670.39
0.169,762.69,4.48,4.77,-1670.01
0.17,763.11,4.5,4.77,-1670.8
0.171,763.05,4.5,4.77,-1670.74
0.172,763.0,4.52,4.77,-1670.72
0.173,762.63,4.51,4.77,-1670.07
0.174,762.47,4.52,4.77,-1669.82
0.175,762.04,4.5,4.77,-1669.03
0.176,762.02,4.5,4.77,-1668.97
0.177,762.0,4.49,4.77,-1668.89
0.178,762.1,4.48,4.77,-1669.01
0.179,762.53,4.47,4.77,-1669.7
0.18,763.13,4.5,4.77,-1670.85
0.181,763.07,4.5,4.77,-1670.78
0.182,763.02,4.49,4.77,-1670.68
0.183,763.24,4.49,4.77,-1671.08
0.184,763.32,4.51,4.77,-1671.29
0.185,763.07,4.52,4.77,-1670.91
0.186,762.7,4.49,4.77,-1670.2
0.187,762.94,4.51,4.77,-1670.65
0.188,762.76,4.48,4.77,-1670.27
0.189,763.19,4.52,4.77,-1671.11
0.19,762.81,4.49,4.77,-1670.42
0.191,762.91,4.49,4.77,-1670.56
0.192,763.13,4.52,4.77,-1671.03
0.193,762.76,4.5,4.77,-1670.36
0.194,762.73,4.53,4.77,-1670.38
0.195,762.17,4.51,4.77,-1669.36
0.196,762.03,4.51,4.77,-1669.08
0.197,761.88,4.52,4.78,-1668.83
0.198,761.53,3.81,4.73,-1666.27
0.199,774.47,4.48,4.74,-1690.1
0.2,774.37,4.48,4.75,-1690.78
0.201,774.6,4.49,4.76,-1691.5
0.202,774.65,4.51,4.76,-1691.91
0.203,774.32,4.54,4.77,-1691.7
0.204,773.37,4.54,4.77,-1690.25
0.205,772.6,4.53,4.78,-1689.03
0.206,772.04,4.52,4.78,-1688.15
0.207,771.63,4.53,4.79,-1687.54
0.208,771.09,4.53,4.79,-1686.7
0.209,770.51,4.52,4.79,-1685.71
0.21,770.14,4.49,4.79,-1685.02
0.211,770.23,4.52,4.79,-1685.24
0.212,769.85,4.54,4.79,-1684.67
0.213,769.16,4.51,4.79,-1683.41
0.214,769.02,4.54,4.8,-1683.22
0.215,768.21,4.52,4.8,-1681.75
0.216,767.89,4.54,4.8,-1681.18
0.217,767.23,4.53,4.8,-1679.99
0.218,766.72,4.52,4.8,-1679.02
0.219,766.34,4.51,4.8,-1678.26
0.22,766.23,4.54,4.8,-1678.05
0.221,765.58,4.52,4.8,-1676.84
0.222,765.21,4.5,4.79,-1676.06
0.223,765.23,4.53,4.79,-1676.08
0.224,764.72,4.51,4.79,-1675.08
0.225,764.61,4.51,4.79,-1674.8
0.226,764.49,4.51,4.79,-1674.52
0.227,764.37,4.49,4.79,-1674.19
0.228,764.64,4.52,4.79,-1674.66
0.229,764.3,4.49,4.79,-1673.98
0.23,764.44,4.49,4.79,-1674.13
0.231,764.69,4.51,4.79,-1674.59
0.232,764.48,4.53,4.79,-1674.23
0.233,764.01,4.49,4.78,-1673.29
0.234,764.28,4.51,4.78,-1673.73
0.235,764.12,4.53,4.78,-1673.51
0.236,763.59,4.53,4.79,-1672.55
0.237,763.14,4.5,4.78,-1671.64
0.238,763.15,4.52,4.78,-1671.63
0.239,762.81,4.52,4.78,-1671.02
0.24,762.49,4.51,4.78,-1670.38
0.241,762.3,4.51,4.78,-1669.98
0.242,762.17,4.48,4.78,-1669.62
0.243,762.63,4.48,4.78,-1670.34
0.244,763.07,4.49,4.78,-1671.09
0.245,763.3,4.48,4.78,-1671.46
0.246,763.65,4.48,4.77,-1672.06
0.247,764.07,4.49,4.77,-1672.83
0.248,764.15,4.53,4.78,-1673.08
0.249,763.58,4.52,4.78,-1672.11
0.25,763.16,4.51,4.78,-1671.34
0.251,763.02,4.5,4.78,-1671.03
0.252,763.0,4.48,4.78,-1670.91
0.253,763.43,4.52,4.78,-1671.75
0.254,762.99,4.5,4.78,-1670.96
0.255,762.97,4.52,4.78,-1670.95
0.256,762.62,4.48,4.77,-1670.22
0.257,763.07,4.52,4.78,-1671.05
0.258,762.7,4.49,4.77,-1670.35
0.259,762.94,4.51,4.78,-1670.8
0.26,762.71,4.49,4.77,-1670.34
0.261,762.95,4.51,4.77,-1670.78
0.262,762.78,4.52,4.78,-1670.53
0.263,762.43,4.51,4.78,-1669.88
0.264,762.28,4.51,4.78,-1669.6
0.265,762.06,4.51,4.78,-1669.2
0.266,761.92,4.5,4.78,-1668.9
0.267,761.9,4.48,4.77,-1668.77
0.268,762.34,4.49,4.77,-1669.52
0.269,762.56,4.51,4.77,-1669.97
0.27,762.39,4.51,4.77,-1669.68
